"seed","id","L0","Z","A0","P0","L1","A1","P1","Y","O"
458536.160311617,7,-0.907624710274853,1,1,0.587541758807832,0.0812626381554324,1,0.385547366947766,8.07720534254581,0
458536.160311617,8,0.710204616112301,1,0,0.388148333661348,0.866607105548166,0,0.526041882006044,2.36972701701021,1
458536.160311617,8,0.710204616112301,1,0,0.388148333661348,0.866607105548166,1,0.526041882006044,4.76972701701021,0
458536.160311617,8,0.710204616112301,1,1,0.388148333661348,-0.133392894451834,0,0.540310823730737,4.60294122810654,0
458536.160311617,8,0.710204616112301,1,1,0.388148333661348,-0.133392894451834,1,0.540310823730737,6.00294122810654,0
458536.160311617,9,0.413960389859256,1,0,0.423852009648984,-0.100625812333874,0,0.502977522303711,4.03865987833458,0
458536.160311617,9,0.413960389859256,1,0,0.423852009648984,-0.100625812333874,1,0.502977522303711,6.43865987833458,1
458536.160311617,9,0.413960389859256,1,1,0.423852009648984,-1.10062581233387,0,0.512471840866774,4.33740825366683,0
458536.160311617,9,0.413960389859256,1,1,0.423852009648984,-1.10062581233387,1,0.512471840866774,5.73740825366683,0
458536.160311617,10,0.24034784762175,0,0,0.544835761386864,0.126000831088624,0,0.52839818491875,0.95218314993689,1
458536.160311617,10,0.24034784762175,0,0,0.544835761386864,0.126000831088624,1,0.52839818491875,2.95218314993689,0
458536.160311617,10,0.24034784762175,0,1,0.544835761386864,-0.623999168911376,0,0.536803350059786,1.82868439656983,0
458536.160311617,10,0.24034784762175,0,1,0.544835761386864,-0.623999168911376,1,0.536803350059786,2.82868439656983,0
458536.160311617,11,-0.899221827054885,0,0,0.679093913271017,-1.29445767954992,0,0.481958219287298,2.64337601859407,0
458536.160311617,11,-0.899221827054885,0,0,0.679093913271017,-1.29445767954992,1,0.481958219287298,4.64337601859407,0
458536.160311617,11,-0.899221827054885,0,1,0.679093913271017,-2.04445767954992,0,0.503814842566673,1.38918949926919,1
458536.160311617,11,-0.899221827054885,0,1,0.679093913271017,-2.04445767954992,1,0.503814842566673,2.38918949926919,0
458536.160311617,12,0.942783770393484,1,0,0.360915716677397,-0.468659810478361,0,0.631694802966339,4.94856056924155,0
458536.160311617,12,0.942783770393484,1,0,0.360915716677397,-0.468659810478361,1,0.631694802966339,7.34856056924155,0
458536.160311617,12,0.942783770393484,1,1,0.360915716677397,-1.46865981047836,0,0.661530306420594,4.51124094828483,0
458536.160311617,12,0.942783770393484,1,1,0.360915716677397,-1.46865981047836,1,0.661530306420594,5.91124094828483,1
458536.160311617,13,-0.360737502702696,0,0,0.617834946249505,0.149093397904696,0,0.453126616131114,4.21794085239314,1
458536.160311617,13,-0.360737502702696,0,0,0.617834946249505,0.149093397904696,1,0.453126616131114,6.21794085239314,0
458536.160311617,13,-0.360737502702696,0,1,0.617834946249505,-0.600906602095304,0,0.461592234694169,5.12908094925018,0
458536.160311617,13,-0.360737502702696,0,1,0.617834946249505,-0.600906602095304,1,0.461592234694169,6.12908094925018,0
458536.160311617,14,1.85990226324538,0,0,0.347521618646013,0.416351479648218,0,0.743790687545999,2.06145282111796,0
458536.160311617,14,1.85990226324538,0,0,0.347521618646013,0.416351479648218,1,0.743790687545999,4.06145282111796,0
458536.160311617,14,1.85990226324538,0,1,0.347521618646013,-0.333648520351782,0,0.764747299895021,3.37348004059029,0
458536.160311617,14,1.85990226324538,0,1,0.347521618646013,-0.333648520351782,1,0.764747299895021,4.37348004059029,1
458536.160311617,15,-1.55055815251982,1,0,0.662684222991108,-0.473771971431116,0,0.278114211530802,5.25941743734515,0
458536.160311617,15,-1.55055815251982,1,0,0.662684222991108,-0.473771971431116,1,0.278114211530802,7.65941743734515,1
458536.160311617,15,-1.55055815251982,1,1,0.662684222991108,-1.47377197143112,0,0.284283834339533,4.81187349448292,0
458536.160311617,15,-1.55055815251982,1,1,0.662684222991108,-1.47377197143112,1,0.284283834339533,6.21187349448292,0
458536.160311617,16,0.0597418675075878,0,0,0.567124590266312,0.741916297035973,0,0.528239687770748,1.44090961715529,0
458536.160311617,16,0.0597418675075878,0,0,0.567124590266312,0.741916297035973,1,0.528239687770748,3.44090961715529,0
458536.160311617,16,0.0597418675075878,0,1,0.567124590266312,-0.00808370296402716,0,0.557514998150374,3.24128406270925,0
458536.160311617,16,0.0597418675075878,0,1,0.567124590266312,-0.00808370296402716,1,0.557514998150374,4.24128406270925,1
458536.160311617,17,0.702284818732496,1,0,0.389089182344506,2.05051142877455,0,0.501642710772534,-1.44794995843424,0
458536.160311617,17,0.702284818732496,1,0,0.389089182344506,2.05051142877455,1,0.501642710772534,0.952050041565763,1
458536.160311617,17,0.702284818732496,1,1,0.389089182344506,1.05051142877455,0,0.521881289006724,3.15307289911486,0
458536.160311617,17,0.702284818732496,1,1,0.389089182344506,1.05051142877455,1,0.521881289006724,4.55307289911486,0
458536.160311617,18,-0.23175220303587,0,0,0.602496017271426,-1.9424653677299,0,0.583646780496825,-0.939656992859336,0
458536.160311617,18,-0.23175220303587,0,0,0.602496017271426,-1.9424653677299,1,0.583646780496825,1.06034300714066,0
458536.160311617,18,-0.23175220303587,0,1,0.602496017271426,-2.6924653677299,0,0.602405940985706,-3.16585504445418,0
458536.160311617,18,-0.23175220303587,0,1,0.602496017271426,-2.6924653677299,1,0.602405940985706,-2.16585504445418,1
458536.160311617,19,0.644287632551795,0,0,0.494464272132211,0.618602782189284,0,0.604804982521024,2.7188446891993,0
458536.160311617,19,0.644287632551795,0,0,0.494464272132211,0.618602782189284,1,0.604804982521024,4.7188446891993,0
458536.160311617,19,0.644287632551795,0,1,0.494464272132211,-0.131397217810716,0,0.632203315552585,4.33424886248323,0
458536.160311617,19,0.644287632551795,0,1,0.494464272132211,-0.131397217810716,1,0.632203315552585,5.33424886248323,1
458536.160311617,20,0.473769997879785,0,0,0.515773514458646,0.207852397637377,0,0.599954400332347,1.68768674617749,0
458536.160311617,20,0.473769997879785,0,0,0.515773514458646,0.207852397637377,1,0.599954400332347,3.68768674617749,0
458536.160311617,20,0.473769997879785,0,1,0.515773514458646,-0.542147602362623,0,0.626040578745258,2.68696534263356,1
458536.160311617,20,0.473769997879785,0,1,0.515773514458646,-0.542147602362623,1,0.626040578745258,3.68696534263356,0
458536.160311617,21,-1.76258404615139,1,0,0.685958507666091,0.0228760394296436,0,0.253044347082991,3.15758358500017,1
458536.160311617,21,-1.76258404615139,1,0,0.685958507666091,0.0228760394296436,1,0.253044347082991,5.55758358500017,0
458536.160311617,21,-1.76258404615139,1,1,0.685958507666091,-0.977123960570356,0,0.260767450400464,3.70333566385945,0
458536.160311617,21,-1.76258404615139,1,1,0.685958507666091,-0.977123960570356,1,0.260767450400464,5.10333566385945,0
458536.160311617,22,1.35826288832688,0,0,0.406336399240857,1.14711422983084,0,0.64762526161822,-0.522467050992897,0
458536.160311617,22,1.35826288832688,0,0,0.406336399240857,1.14711422983084,1,0.64762526161822,1.4775329490071,1
458536.160311617,22,1.35826288832688,0,1,0.406336399240857,0.397114229830843,0,0.658743252013341,1.88570429375337,0
458536.160311617,22,1.35826288832688,0,1,0.406336399240857,0.397114229830843,1,0.658743252013341,2.88570429375337,0
458536.160311617,23,0.897121682978545,0,0,0.4629279472441,0.559652891422359,0,0.63679509820423,2.93979163237592,0
458536.160311617,23,0.897121682978545,0,0,0.4629279472441,0.559652891422359,1,0.63679509820423,4.93979163237592,0
458536.160311617,23,0.897121682978545,0,1,0.4629279472441,-0.190347108577641,0,0.663013076783363,4.46677096950946,1
458536.160311617,23,0.897121682978545,0,1,0.4629279472441,-0.190347108577641,1,0.663013076783363,5.46677096950946,0
458536.160311617,24,-1.82136025227456,0,0,0.770419267406629,-1.71780180306991,0,0.298531934217637,1.28568330470007,0
458536.160311617,24,-1.82136025227456,0,0,0.770419267406629,-1.71780180306991,1,0.298531934217637,3.28568330470007,1
458536.160311617,24,-1.82136025227456,0,1,0.770419267406629,-2.46780180306991,0,0.299812580544126,-0.603519399904797,0
458536.160311617,24,-1.82136025227456,0,1,0.770419267406629,-2.46780180306991,1,0.299812580544126,0.396480600095203,0
458536.160311617,25,-0.728165685796318,0,0,0.660176945223351,0.975367739527631,0,0.395951048336982,2.31236588760157,1
458536.160311617,25,-0.728165685796318,0,0,0.660176945223351,0.975367739527631,1,0.395951048336982,4.31236588760157,0
458536.160311617,25,-0.728165685796318,0,1,0.660176945223351,0.225367739527631,0,0.407126010042127,4.46291749689302,0
458536.160311617,25,-0.728165685796318,0,1,0.660176945223351,0.225367739527631,1,0.407126010042127,5.46291749689302,0
458536.160311617,26,1.34849342423709,0,0,0.407515266145366,1.35426732562064,0,0.642950416253141,-1.51782676408687,0
458536.160311617,26,1.34849342423709,0,0,0.407515266145366,1.35426732562064,1,0.642950416253141,0.482173235913128,1
458536.160311617,26,1.34849342423709,0,1,0.407515266145366,0.604267325620638,0,0.654839797139153,1.20107422434409,0
458536.160311617,26,1.34849342423709,0,1,0.407515266145366,0.604267325620638,1,0.654839797139153,2.20107422434409,0
458536.160311617,27,-2.22498167388325,0,0,0.804158516771946,-3.26544824271961,0,0.258103333643616,-6.74810881501893,1
458536.160311617,27,-2.22498167388325,0,0,0.804158516771946,-3.26544824271961,1,0.258103333643616,-4.74810881501893,0
458536.160311617,27,-2.22498167388325,0,1,0.804158516771946,-4.01544824271961,0,0.254841213909673,-10.9587811790984,0
458536.160311617,27,-2.22498167388325,0,1,0.804158516771946,-4.01544824271961,1,0.254841213909673,-9.95878117909835,0
458536.160311617,28,-0.743101301141808,0,0,0.661850288804545,0.238874025827152,0,0.40514685349898,1.5025519451324,0
458536.160311617,28,-0.743101301141808,0,0,0.661850288804545,0.238874025827152,1,0.40514685349898,3.5025519451324,1
458536.160311617,28,-0.743101301141808,0,1,0.661850288804545,-0.511125974172848,0,0.413720297172679,2.54836298387313,0
458536.160311617,28,-0.743101301141808,0,1,0.661850288804545,-0.511125974172848,1,0.413720297172679,3.54836298387313,0
458536.160311617,29,0.775588339425313,1,0,0.380413342397873,0.712689052159198,0,0.568519073157592,4.24018533923951,0
458536.160311617,29,0.775588339425313,1,0,0.380413342397873,0.712689052159198,1,0.568519073157592,6.64018533923951,0
458536.160311617,29,0.775588339425313,1,1,0.380413342397873,-0.287310947840802,0,0.605889269976753,6.1655634435579,0
458536.160311617,29,0.775588339425313,1,1,0.380413342397873,-0.287310947840802,1,0.605889269976753,7.5655634435579,1
458536.160311617,30,0.21675149247406,1,0,0.448093743754121,0.327908349627513,0,0.472753290627687,2.93070597988828,0
458536.160311617,30,0.21675149247406,1,0,0.448093743754121,0.327908349627513,1,0.472753290627687,5.33070597988828,1
458536.160311617,30,0.21675149247406,1,1,0.448093743754121,-0.672091650372487,0,0.484370907469564,4.0865226791433,0
458536.160311617,30,0.21675149247406,1,1,0.448093743754121,-0.672091650372487,1,0.484370907469564,5.4865226791433,0
458536.160311617,31,0.786288836587487,0,0,0.47673071645889,-0.0127074464137538,0,0.597191886390043,1.99404484855976,0
458536.160311617,31,0.786288836587487,0,0,0.47673071645889,-0.0127074464137538,1,0.597191886390043,3.99404484855976,1
458536.160311617,31,0.786288836587487,0,1,0.47673071645889,-0.762707446413754,0,0.604789651745954,2.66248367893913,0
458536.160311617,31,0.786288836587487,0,1,0.47673071645889,-0.762707446413754,1,0.604789651745954,3.66248367893913,0
458536.160311617,32,0.656735379752352,1,0,0.394516179440027,1.3338278791246,0,0.510969571463755,2.79931073264376,1
458536.160311617,32,0.656735379752352,1,0,0.394516179440027,1.3338278791246,1,0.510969571463755,5.19931073264376,0
458536.160311617,32,0.656735379752352,1,1,0.394516179440027,0.3338278791246,0,0.527612349456557,5.96696649089296,0
458536.160311617,32,0.656735379752352,1,1,0.394516179440027,0.3338278791246,1,0.527612349456557,7.36696649089296,0
458536.160311617,33,-1.51891290474919,0,0,0.742586658943789,-0.574839163656145,0,0.383070672755629,2.00834798438548,0
458536.160311617,33,-1.51891290474919,0,0,0.742586658943789,-0.574839163656145,1,0.383070672755629,4.00834798438548,0
458536.160311617,33,-1.51891290474919,0,1,0.742586658943789,-1.32483916365615,0,0.406541187972977,1.83358923890126,0
458536.160311617,33,-1.51891290474919,0,1,0.742586658943789,-1.32483916365615,1,0.406541187972977,2.83358923890126,1
458536.160311617,34,0.0349252404256762,0,0,0.57016818631049,-2.6651665716512,0,0.633255017755604,-3.22612099509057,0
458536.160311617,34,0.0349252404256762,0,0,0.57016818631049,-2.6651665716512,1,0.633255017755604,-1.22612099509057,0
458536.160311617,34,0.0349252404256762,0,1,0.57016818631049,-3.4151665716512,0,0.648648536053531,-6.53637085256737,0
458536.160311617,34,0.0349252404256762,0,1,0.57016818631049,-3.4151665716512,1,0.648648536053531,-5.53637085256737,1
458536.160311617,35,0.15612120923406,1,0,0.455602092019989,0.600050140797386,0,0.49611319874022,2.3940551079398,0
458536.160311617,35,0.15612120923406,1,0,0.455602092019989,0.600050140797386,1,0.49611319874022,4.7940551079398,0
458536.160311617,35,0.15612120923406,1,1,0.455602092019989,-0.399949859202614,0,0.534060538208579,4.09415538953457,0
458536.160311617,35,0.15612120923406,1,1,0.455602092019989,-0.399949859202614,1,0.534060538208579,5.49415538953457,1
458536.160311617,36,1.18048685360447,0,0,0.427944273201639,1.3405548881936,0,0.639037559099549,-0.849601441658294,0
458536.160311617,36,1.18048685360447,0,0,0.427944273201639,1.3405548881936,1,0.639037559099549,1.15039855834171,0
458536.160311617,36,1.18048685360447,0,1,0.427944273201639,0.590554888193599,0,0.66778249911232,1.8487308906321,0
458536.160311617,36,1.18048685360447,0,1,0.427944273201639,0.590554888193599,1,0.66778249911232,2.8487308906321,1
458536.160311617,37,-1.33598566191335,0,0,0.724719245703305,-0.0896774868963233,0,0.38826249601713,2.38799630755604,0
458536.160311617,37,-1.33598566191335,0,0,0.724719245703305,-0.0896774868963233,1,0.38826249601713,4.38799630755604,0
458536.160311617,37,-1.33598566191335,0,1,0.724719245703305,-0.839677486896323,0,0.413602676773504,2.94098007721156,0
458536.160311617,37,-1.33598566191335,0,1,0.724719245703305,-0.839677486896323,1,0.413602676773504,3.94098007721156,1
458536.160311617,38,0.42639738539043,1,0,0.422334166898458,2.95899956783342,0,0.444650745660727,-7.24406562228692,0
458536.160311617,38,0.42639738539043,1,0,0.422334166898458,2.95899956783342,1,0.444650745660727,-4.84406562228692,1
458536.160311617,38,0.42639738539043,1,1,0.422334166898458,1.95899956783342,0,0.469256810736185,-0.826066486620075,0
458536.160311617,38,0.42639738539043,1,1,0.422334166898458,1.95899956783342,1,0.469256810736185,0.573933513379925,0
458536.160311617,39,-0.095724734740058,0,0,0.586099112773064,-3.30288491617058,0,0.502047836235343,-5.10696924820664,0
458536.160311617,39,-0.095724734740058,0,0,0.586099112773064,-3.30288491617058,1,0.502047836235343,-3.10696924820664,1
458536.160311617,39,-0.095724734740058,0,1,0.586099112773064,-4.05288491617058,0,0.49763079698206,-9.37379662246251,0
458536.160311617,39,-0.095724734740058,0,1,0.586099112773064,-4.05288491617058,1,0.49763079698206,-8.37379662246251,0
458536.160311617,40,1.63710088930768,0,0,0.373191250631951,1.92686559665082,0,0.664871345367014,-2.12517517197291,0
458536.160311617,40,1.63710088930768,0,0,0.373191250631951,1.92686559665082,1,0.664871345367014,-0.125175171972908,1
458536.160311617,40,1.63710088930768,0,1,0.373191250631951,1.17686559665082,0,0.678275299275128,1.45262322300333,0
458536.160311617,40,1.63710088930768,0,1,0.373191250631951,1.17686559665082,1,0.678275299275128,2.45262322300333,0
458536.160311617,41,1.84818294991796,0,0,0.348851482194991,0.65738131738084,0,0.708250214810707,0.957971332148867,1
458536.160311617,41,1.84818294991796,0,0,0.348851482194991,0.65738131738084,1,0.708250214810707,2.95797133214887,0
458536.160311617,41,1.84818294991796,0,1,0.348851482194991,-0.0926186826191604,0,0.716798604803468,2.63154330822013,0
458536.160311617,41,1.84818294991796,0,1,0.348851482194991,-0.0926186826191604,1,0.716798604803468,3.63154330822013,0
458536.160311617,42,-1.25674407796489,1,0,0.629103335935595,-1.6468705453308,0,0.399280654210004,4.25211954573672,0
458536.160311617,42,-1.25674407796489,1,0,0.629103335935595,-1.6468705453308,1,0.399280654210004,6.65211954573672,0
458536.160311617,42,-1.25674407796489,1,1,0.629103335935595,-2.6468705453308,0,0.425215107648844,1.45837845507511,1
458536.160311617,42,-1.25674407796489,1,1,0.629103335935595,-2.6468705453308,1,0.425215107648844,2.85837845507511,0
458536.160311617,43,-0.896050557608543,0,0,0.678748265153044,0.501109529107137,0,0.383293581504891,3.43306144430247,0
458536.160311617,43,-0.896050557608543,0,0,0.678748265153044,0.501109529107137,1,0.383293581504891,5.43306144430247,1
458536.160311617,43,-0.896050557608543,0,1,0.678748265153044,-0.248890470892863,0,0.392646752295981,4.87222573796318,0
458536.160311617,43,-0.896050557608543,0,1,0.678748265153044,-0.248890470892863,1,0.392646752295981,5.87222573796318,0
458536.160311617,44,-0.609467233848227,0,0,0.646738534981255,-0.786284719907274,0,0.432513893506332,2.62147383692405,1
458536.160311617,44,-0.609467233848227,0,0,0.646738534981255,-0.786284719907274,1,0.432513893506332,4.62147383692405,0
458536.160311617,44,-0.609467233848227,0,1,0.646738534981255,-1.53628471990727,0,0.437449142909388,2.12954675706314,0
458536.160311617,44,-0.609467233848227,0,1,0.646738534981255,-1.53628471990727,1,0.437449142909388,3.12954675706314,0
458536.160311617,45,0.937489987469599,0,0,0.457913571345606,0.174731025964894,0,0.612943748701879,3.80262177349697,1
458536.160311617,45,0.937489987469599,0,0,0.457913571345606,0.174731025964894,1,0.612943748701879,5.80262177349697,0
458536.160311617,45,0.937489987469599,0,1,0.457913571345606,-0.575268974035106,0,0.621095132551517,4.75221831244431,0
458536.160311617,45,0.937489987469599,0,1,0.457913571345606,-0.575268974035106,1,0.621095132551517,5.75221831244431,0
458536.160311617,46,1.23928323984425,1,0,0.327471905549924,2.76148336033318,0,0.551147847811729,-5.10667173482824,1
458536.160311617,46,1.23928323984425,1,0,0.327471905549924,2.76148336033318,1,0.551147847811729,-2.70667173482823,0
458536.160311617,46,1.23928323984425,1,1,0.327471905549924,1.76148336033318,0,0.574574327257172,0.916294985838118,0
458536.160311617,46,1.23928323984425,1,1,0.327471905549924,1.76148336033318,1,0.574574327257172,2.31629498583812,0
458536.160311617,47,-1.06278214290512,0,0,0.696648984201046,-0.578278079270422,0,0.438317449550161,3.83937102597726,0
458536.160311617,47,-1.06278214290512,0,0,0.696648984201046,-0.578278079270422,1,0.438317449550161,5.83937102597726,0
458536.160311617,47,-1.06278214290512,0,1,0.696648984201046,-1.32827807927042,0,0.462621717940741,3.65945390707162,1
458536.160311617,47,-1.06278214290512,0,1,0.696648984201046,-1.32827807927042,1,0.462621717940741,4.65945390707162,0
458536.160311617,48,1.01436322858139,0,0,0.448389077710005,1.06272127333135,0,0.630993117192527,0.492582439085292,0
458536.160311617,48,1.01436322858139,0,0,0.448389077710005,1.06272127333135,1,0.630993117192527,2.49258243908529,0
458536.160311617,48,1.01436322858139,0,1,0.448389077710005,0.31272127333135,0,0.659102109456407,2.77416434908232,0
458536.160311617,48,1.01436322858139,0,1,0.448389077710005,0.31272127333135,1,0.659102109456407,3.77416434908232,1
458536.160311617,49,-1.31020241214544,1,0,0.635318297973473,0.400480457985705,0,0.328103077322037,1.64590175031753,0
458536.160311617,49,-1.31020241214544,1,0,0.635318297973473,0.400480457985705,1,0.328103077322037,4.04590175031753,0
458536.160311617,49,-1.31020241214544,1,1,0.635318297973473,-0.599519542014295,0,0.361521263731135,2.94686266628894,1
458536.160311617,49,-1.31020241214544,1,1,0.635318297973473,-0.599519542014295,1,0.361521263731135,4.34686266628893,0
458536.160311617,50,-0.619952948717296,0,0,0.647935435545135,-0.100534693640717,0,0.476268508737071,3.10079845656372,0
458536.160311617,50,-0.619952948717296,0,0,0.647935435545135,-0.100534693640717,1,0.476268508737071,5.10079845656372,0
458536.160311617,50,-0.619952948717296,0,1,0.647935435545135,-0.850534693640717,0,0.502592386029387,3.63749641610264,0
458536.160311617,50,-0.619952948717296,0,1,0.647935435545135,-0.850534693640717,1,0.502592386029387,4.63749641610264,1
458536.160311617,51,-0.210106865516779,0,0,0.599901193849844,1.28418035142101,0,0.453694657872166,0.339201906580642,0
458536.160311617,51,-0.210106865516779,0,0,0.599901193849844,1.28418035142101,1,0.453694657872166,2.33920190658064,1
458536.160311617,51,-0.210106865516779,0,1,0.599901193849844,0.534180351421012,0,0.466396745454426,2.95297243371216,0
458536.160311617,51,-0.210106865516779,0,1,0.599901193849844,0.534180351421012,1,0.466396745454426,3.95297243371216,0
458536.160311617,52,-0.0226812195178198,1,0,0.477849659911812,0.191942642125368,0,0.489876277313523,3.84672228373051,0
458536.160311617,52,-0.0226812195178198,1,0,0.477849659911812,0.191942642125368,1,0.489876277313523,6.24672228373051,0
458536.160311617,52,-0.0226812195178198,1,1,0.477849659911812,-0.808057357874632,0,0.525811640988775,4.73060756798124,1
458536.160311617,52,-0.0226812195178198,1,1,0.477849659911812,-0.808057357874632,1,0.525811640988775,6.13060756798124,0
458536.160311617,53,-1.5395424218222,0,0,0.744553404034289,-1.24240949359962,0,0.326713666091119,3.27785328874472,1
458536.160311617,53,-1.5395424218222,0,0,0.744553404034289,-1.24240949359962,1,0.326713666091119,5.27785328874472,0
458536.160311617,53,-1.5395424218222,0,1,0.744553404034289,-1.99240949359962,0,0.329632495535496,2.1017390483453,0
458536.160311617,53,-1.5395424218222,0,1,0.744553404034289,-1.99240949359962,1,0.329632495535496,3.1017390483453,0
458536.160311617,54,0.682105540293824,0,0,0.489738248625858,1.05916446355116,0,0.591690881268695,1.04643495465656,0
458536.160311617,54,0.682105540293824,0,0,0.489738248625858,1.05916446355116,1,0.591690881268695,3.04643495465656,0
458536.160311617,54,0.682105540293824,0,1,0.489738248625858,0.309164463551156,0,0.620982912105823,3.3226816499833,0
458536.160311617,54,0.682105540293824,0,1,0.489738248625858,0.309164463551156,1,0.620982912105823,4.3226816499833,1
458536.160311617,55,0.89488223875666,0,0,0.46320635042374,1.92144218988606,0,0.577970986985381,-1.49358430871949,1
458536.160311617,55,0.89488223875666,0,0,0.46320635042374,1.92144218988606,1,0.577970986985381,0.506415691280508,0
458536.160311617,55,0.89488223875666,0,1,0.46320635042374,1.17144218988606,0,0.592701904142834,2.07607897610959,0
458536.160311617,55,0.89488223875666,0,1,0.46320635042374,1.17144218988606,1,0.592701904142834,3.07607897610959,0
458536.160311617,56,-0.275340160400118,1,0,0.509416406558854,-0.113367223564514,0,0.417722393333951,3.32869420569126,1
458536.160311617,56,-0.275340160400118,1,0,0.509416406558854,-0.113367223564514,1,0.417722393333951,5.72869420569126,0
458536.160311617,56,-0.275340160400118,1,1,0.509416406558854,-1.11336722356451,0,0.426927607995294,3.60195975856223,0
458536.160311617,56,-0.275340160400118,1,1,0.509416406558854,-1.11336722356451,1,0.426927607995294,5.00195975856223,0
458536.160311617,57,-0.0716792605272402,1,0,0.483965407792664,0.693370949739098,0,0.463899699975162,2.64158922556863,0
458536.160311617,57,-0.0716792605272402,1,0,0.483965407792664,0.693370949739098,1,0.463899699975162,5.04158922556863,0
458536.160311617,57,-0.0716792605272402,1,1,0.483965407792664,-0.306629050260902,0,0.502303612083293,4.52833112504682,1
458536.160311617,57,-0.0716792605272402,1,1,0.483965407792664,-0.306629050260902,1,0.502303612083293,5.92833112504682,0
458536.160311617,58,0.950872434901411,1,0,0.359983394652696,1.85843652894524,0,0.53692677420544,-2.493237381426,1
458536.160311617,58,0.950872434901411,1,0,0.359983394652696,1.85843652894524,1,0.53692677420544,-0.0932373814260039,0
458536.160311617,58,0.950872434901411,1,1,0.359983394652696,0.858436528945237,0,0.556049749062168,1.72363567646447,0
458536.160311617,58,0.950872434901411,1,1,0.359983394652696,0.858436528945237,1,0.556049749062168,3.12363567646447,0
458536.160311617,59,-0.951085542686352,0,0,0.684718685008306,-1.84874027636809,0,0.397166808223039,1.80671398846434,0
458536.160311617,59,-0.951085542686352,0,0,0.684718685008306,-1.84874027636809,1,0.397166808223039,3.80671398846434,1
458536.160311617,59,-0.951085542686352,0,1,0.684718685008306,-2.59874027636809,0,0.398159383420573,-0.278896426087795,0
458536.160311617,59,-0.951085542686352,0,1,0.684718685008306,-2.59874027636809,1,0.398159383420573,0.721103573912205,0
458536.160311617,60,-0.487634634413063,0,0,0.632699975338538,-0.525999967563421,0,0.508078276555019,3.53834345034141,0
458536.160311617,60,-0.487634634413063,0,0,0.632699975338538,-0.525999967563421,1,0.508078276555019,5.53834345034141,0
458536.160311617,60,-0.487634634413063,0,1,0.632699975338538,-1.27599996756342,0,0.532778152123372,3.43684349899628,0
